-117.303040252,-89.0920543703,2.0
-117.332885041,-68.3803787199,2.0
-117.362732284,-47.6687021272,2.0
-111.774974823,40.3753757477,2.0
-123.204189301,40.3364677429,2.0
-123.189266380,29.9806294433,2.0
-109.860155741,33.4779682159,2.0
-109.850207011,26.5740763346,2.0
-113.664922078,30.0130526225,2.0
-109.882540385,49.0117263794,2.0
-113.712173462,62.8065414429,2.0
-125.126467387,52.4117952983,2.0
-117.511965434,55.8896802266,2.0
-117.541809082,76.6013565063,2.0
-117.571654572,97.3130321535,2.0
-94.4446060793,-89.0142383543,2.0
-90.6746622721,-61.3857002258,2.0
-90.6547648112,-75.1934865316,2.0
-98.2841924032,-68.3155326843,2.0
-102.226997375,24.0110562642,2.0
-102.222023010,20.5591106415,2.0
-104.129379272,22.2785987854,2.0
-97.4772605896,32.6571340561,2.0
-103.191867828,32.6376791000,2.0
-103.184406281,27.4597597122,2.0
-95.5636850993,26.6227130890,2.0
-99.3734232585,26.6097431183,2.0
-97.4710413615,28.3422012329,2.0
-88.9463844299,61.1648693085,2.0
-100.375602371,61.1259603516,2.0
-87.0589243571,73.2531661987,2.0
-102.297882080,73.2012863159,2.0
-94.6883519491,80.1311187744,2.0
-94.7132225037,97.3908500671,2.0
-77.3380893401,-63.0662813203,2.0
-77.3231658936,-73.4221191406,2.0
-64.0388234456,-38.8572642008,2.0
-64.0288747152,-45.7611567179,2.0
-67.8435885111,-42.3221804301,2.0
-64.0239003499,-49.2131029765,2.0
-64.0139516195,-56.1169954936,2.0
-67.8286654154,-52.6780192057,2.0
-77.4127044678,-11.2870893478,2.0
-64.0835927327,-7.78974994024,2.0
-64.0736440023,-14.6936419805,2.0
-67.8883577983,-11.2546656926,2.0
-81.2771606445,26.6713479360,2.0
-73.6576843262,26.6972866058,2.0
-67.9430758158,26.7167409261,2.0
-67.9530245463,33.6206328074,2.0
-64.1383107503,30.1816558838,2.0
-62.2757237752,59.5296808879,2.0
-69.8952026367,59.5037447611,2.0
-66.0904375712,62.9686584473,2.0
-63.2194538116,53.4855346680,2.0
-63.2119922638,48.3076152802,2.0
-75.6695009867,100.907643636,2.0
-38.7700748444,-59.0515251160,2.0
-42.5804379781,-58.6330019633,2.0
-40.6755663554,-58.6265169779,2.0
-41.6267585754,-59.4927457174,2.0
-41.6236495972,-61.6502113342,2.0
-38.7663440704,-61.6404838562,2.0
-44.0090904236,-58.6378657023,2.0
-47.8175849915,-59.5138206482,2.0
-44.9565505981,-62.0930531820,2.0
-45.9114723206,-60.3703231812,2.0
-38.7626132965,-64.2294425964,2.0
-41.6199188232,-64.2391700745,2.0
-38.7588825226,-66.8184013367,2.0
-49.7199668884,-61.2462781270,2.0
-53.5297050476,-61.2592480977,2.0
-51.6273231506,-59.5267893473,2.0
-57.3406883546,-60.4092302306,2.0
-56.3832791646,-63.8579343160,2.0
-56.3783047994,-67.3098805745,2.0
-58.2856623332,-65.5903917948,2.0
-50.1918315887,-64.2683525085,2.0
-53.0491352081,-64.2780799866,2.0
-53.0454044342,-66.8670387268,2.0
-51.6559276581,-39.6781005859,2.0
-57.3705371550,-39.6975545899,2.0
-57.3630743011,-44.8754733105,2.0
-49.7411079407,-46.5755068461,2.0
-50.6985181173,-43.1268030802,2.0
-53.5520909627,-45.7254892985,2.0
-51.6484654744,-44.8560180664,2.0
-49.7392425537,-47.8699874878,2.0
-49.7367553711,-49.5959612528,2.0
-50.6904335022,-48.7362162272,2.0
-53.0715198517,-48.7443218231,2.0
-53.0677890778,-51.3332824707,2.0
-56.4056638082,-48.3241767883,2.0
-56.4006894430,-51.7761243184,2.0
-58.3080469767,-50.0566355387,2.0
-57.3481502533,-55.2313117981,2.0
-48.0721702576,-48.0800609589,2.0
-42.3445053101,-57.1219654083,2.0
-40.9158515930,-57.1171016693,2.0
-39.2487792969,-57.3271738688,2.0
-39.2512664795,-55.6012013753,2.0
-38.2975883484,-56.4609451294,2.0
-44.5443784561,-17.6476264008,2.0
-47.4016819000,-17.6573534012,2.0
-47.3979511261,-20.2463130951,2.0
-43.5875905355,-20.6648362478,2.0
-45.4924596151,-20.6713212331,2.0
-44.5412686666,-19.8050924937,2.0
-43.8235225677,-22.1758737564,2.0
-45.2521742020,-22.1807370178,2.0
-45.2503091659,-23.4752173432,2.0
-43.3448181152,-23.9002259572,2.0
-43.5841700236,-23.0380503337,2.0
-44.2975629171,-23.6877218882,2.0
-43.8216565450,-23.4703540802,2.0
-46.9192466736,-21.9706643422,2.0
-46.9167594910,-23.6966374715,2.0
-47.8704376221,-22.8368930817,2.0
-46.9155158997,-24.5596243540,2.0
-46.9130287170,-26.2855974833,2.0
-47.8667068481,-25.4258530935,2.0
-43.3443514506,-24.2238457998,2.0
-43.3437296549,-24.6553389231,2.0
-43.5821495056,-24.4404029846,2.0
-44.1774215698,-24.4424295425,2.0
-44.1764888763,-25.0896692276,2.0
-43.3434193929,-24.8710854848,2.0
-43.3427975972,-25.3025786082,2.0
-43.5812174479,-25.0876426697,2.0
-45.0109570821,-24.3373934428,2.0
-45.0097134908,-25.2003796895,2.0
-45.4865531921,-24.7705078125,2.0
